DATE	 	TYPE	PLANE	 	ROUTE 		TOTAL	Cross Country			DAY LANDINGS NIGHT LANDINGS 	ACTUAL INSTRUMENT	SIMULATED INSTRUMENT	APPROACHES		NIGHT	SIMULATOR	 		SOLO	PILOT IN COMMAND	DUAL RECEIVED		REMARKS
14 Oct 08	PA-28	56694	1	k88--top	1.2	1.2			1		0.9		1			1.2		1.2																	1st actual IFR flight alone (with passenger)
14 Oct 08	PA-28	56694	1	top--k88	1.4	1.4			1		0.5		1			1.4	1.4	1.4			
16 Oct 08	PA-28	56694	1	k88--top	1.1	1.1			1							1.1	1.1	1.1			
16 Oct 08	PA-28	56694	1	top--cnu	1.6	1.6				1				1.6		1.6	1.6	1.6			
16 Oct 08	PA-28	56694	1	cnu--k88	0.3					1				0.3			0.3	0.3			
17 Oct 08	PA-30	8208Y	1	k88--top	0.9				1							0.9			0.9		
17 Oct 08	PA-30	8208Y	2	k88--k59--k88	2.2				4							2.2			2.2		
17 Oct 08	PA-30	8208Y	3	k88--spi--ijx--ppq	2.3					3	0.6			2.3		2.3			2.3		
17 Oct 08	PA-30	8208Y	1	ppq--k88	2.1					1				2.1		2.1			2.1		
18 Oct 08	PA-30	8208Y	1	k88--local	1.9				1										1.9		
20 Oct 08	PA-28	56694	1	k88--top	1.1	1.1			1		0.1		1			1.1	1.1	1.1			
20 Oct 08	PA-30	8208Y	2	top--mkc--top	1.9					10		0.3	1	1.9					1.9		
20 Oct 08	PA-30	8208Y	1	top--k88	0.7					1	0.3		1	0.7		0.7			0.7		
21 Oct 08	PA-30	8208Y	1	k88--local	1.8				6			0.3							1.8		
22 Oct 08	PA-30	8208Y	1	k88--top	1.0				1		0.6		1			1.0			1.0		
22 Oct 08	PA-30	8208Y	1	top--k88	1.5				1		0.9	0.2	1			1.5			1.5		
23 Oct 08	PA-30	8208Y	1	k88--local	1.4				4			0.3							1.4		
24 Oct 08	PA-30	8208Y	1	k88--aao	0.9				1		0.3					0.9			0.9		
24 Oct 08	PA-30	8208Y	1	aao--top	1.1				1		0.3	0.2	1			1.1			1.1		
24 Oct 08	PA-30	8208Y	1	top--k88	1.5				1			0.5	3			1.5			1.5		
24 Oct 08	PA-30	8208Y	1	k88--bum	0.5					1				0.5		0.5			0.5		
24 Oct 08	PA-30	8208Y	2	bum--top--k88	1.9					1		1.5	2	1.9		1.9			1.9		
25 Oct 08	PA-30	8208Y	1	k88--top	1.6				3			0.2	1			1.6			1.6		
25 Oct 08	PA-30	8208Y	1	top--k88	1.1				1			0.2				1.1			1.1		
25 Oct 08	PA-30	8208Y	1	k88--top	2.2					1		0.5	1	0.3		2.2			2.2		
25 Oct 08	PA-30	8208Y	1	top--k88	0.7					1		0.3		0.7		0.7			0.7		
27 Oct 08	PA-30	8208Y	2	k88--top--k88	2.3				3			0.7	1			2.3			2.3		
27 Oct 08	PA-30	8208Y	2	k88--top--k88	2.0				4			0.5	1			2.0			2.0		
28 Oct 08	PA-30	8208Y	1	k88--top	0.6				1							0.6			0.6		
28 Oct 08	PA-30	8208Y	1	top--local	1.6				1			0.4						1.6																	Commercial Multi checkride.
28 Oct 08	PA-30	8208Y	1	top--k88	0.8	0.8			1							0.8		0.8			
29 Oct 08	PA-30	8208Y	1	k88--top	0.7	0.7			1							0.7		0.7			
29 Oct 08	PA-30	8208Y	1	top--k88	0.7	0.7			1							0.7		0.7			
29 Oct 08	PA-30	8208Y	1	k88--top	0.6	0.6			1							0.6		0.6			
29 Oct 08	PA-30	8208Y	1	top--k83	1.2	1.2			1							1.2		1.2	1.2		
29 Oct 08	PA-30	8208Y	2	k93--mck--k88	1.8	1.8				2				1.8		1.8		1.8			
30 Oct 08	PA-28	56694	1	k88--mci	1.2	1.2			1							1.2	1.2	1.2			
30 Oct 08	PA-28	56694	1	mci--top	0.9				1									0.9			
30 Oct 08	PA-28	56694	1	top--k88	1.3	1.3				1				0.1		1.3		1.3			
3 Nov 08	PA-30	8208Y	1	k88--top	0.7	0.7			1							0.7		0.7			
3 Nov 08	PA-30	8208Y	1	top--k88	1.0	1.0				1				1.0		1.0		1.0			
4 Nov 08	PA-30	8208Y	1	k88--top	0.6	0.6			1							0.6		0.6			
4 Nov 08	PA-30	8208Y	1	top--k88	1.0	1.0				1				1.0		1.0		1.0			
5 Nov 08	PA-30	8208Y	1	k88--top	0.6	0.6			1							0.6		0.6			
5 Nov 08	PA-30	8208Y	1	top--k88	0.7	0.7				1				0.7		0.7		0.7			
16 Nov 08	PA-28	56694	1	k88--mci	1.4	1.4				1				1.4		1.4		1.4			
16 Nov 08	PA-28	56694	1	mci--k88	1.3	1.3			1							1.3		1.3			
4 Dec 08	PA-28	56694	1	k88--bum	0.9	0.9				1				0.9		0.9		0.9			
4 Dec 08	PA-28	56694	1	bum--k88	0.9	0.9				1				0.9		0.9		0.9			
31 Dec 08	PA-30	8208Y	1	k88--mci	0.9	0.9			1							0.9		0.9			
29 Jun 09	PA-30	8208Y	1	k88--local	1.8				4									1.8	1.8		
30 Jun 09	PA-30	8208Y	1	k88--local	1.8				4									1.8	1.8		
1 Jul 09	PA-30	8208Y	1	k88--local	1.5				2									1.5	1.5		
2 Jul 09	PA-30	8208Y	1	k88--local	1.1				3									1.1	1.1		
3 Jul 09	PA-30	8208Y	1	k88--local	0.9				7									0.9	0.9		
6 Jul 09	PA-30	8208Y	2	k88--nvd--k88	1.6	1.6			3							1.6		1.6	1.6		
16 Jul 09	PA-30	8208Y	2	k88--53k--k88	1.9	1.9		1.9	3							1.9		1.9	1.9		
18 Jul 09	PA-30	8208Y	3	k88--ict--9k8--hut	1.6	1.6		1.6	3							1.6		1.6			
18 Jul 09	PA-30	8208Y	2	hut--ewk--k88	1.3	1.3		1.3	2	1				0.7		1.3		1.3	1.3		
30 Jul 09	PA-30	8208Y	2	k88--sgf--k88	1.7	1.7		1.7	2		0.1		1			1.7		1.7	1.7		
1 Aug 09	PA-30	8208Y	1	k88--mez	2.0			2.0	1		0.5	1.0	1			2.0		2.0	2.0		
1 Aug 09	PA-30	8208Y	1	mez--k88	1.7	1.7		1.7	1		0.6	0.7				1.7		1.7	1.7		
3 Aug 09	PA-30	8208Y	1	k88--ict	1.0	1.0			1			0.7	1			1.0		1.0	1.0		
3 Aug 09	PA-30	8208Y	3	ict--9k8--ewk--k88	1.8	1.8		1.8	2			1.6	2			1.8		1.8	1.8		
4 Aug 09	PA-30	8208Y	1	k88--tul	1.1	1.1		1.1	1			0.8	1			1.1		1.1	1.1		
4 Aug 09	PA-30	8208Y	1	tul--pnc	1.0	1.0		1.0	1			0.7	1			1.0		1.0	1.0		
4 Aug 09	PA-30	8208Y	1	pnc--k88	0.8	0.8		0.8				0.6				0.8		0.8	0.8		
5 Aug 09	PA-30	8208Y	1	k88--top	1.6	1.6		1.6	2			1.2	3			1.6		1.6	1.6		
