"DATE"	"MAKE/MODEL"	"IDENT"	"FROM"	"MID"	"TO"	"DURATION"	"ASEL"	"AMEL"	"COMPLEX"	"SIM"	"SIM"	"DAY"	"NIGHT"	"NIGHT PIC"	"Dual"	"PIC"	"TOTAL"	"INSTRUMENT"	"INST/HOOD"	"APPROACH"	"SIMULATOR"	"PIC"	"DUAL RCV"	"SOLO"	"TOTAL"		"COMMAND"	"COMMAND"	"RECEIVED"	"INSTRUCTOR"	"FTD"	"PCATD"	"X-COUNTRY"	"PRIVATE"	"INSTRUMENT"	"COMMERCIAL"	"CFI"	"CFII"	"MULTI"								
24-Apr-07	"PA28-161"	"5350J"	"IWA"		"IWA"	1.1	1.1					1							0.8	2							1.1		1.1														
26-Apr-07	"PA28-161"	"5319M"	"IWA"		"IWA"	1.3	1.3					1							0.6	1							1.3																
28-Apr-07	"C-172S"	"199SP"	"P19"	"CGZ-CHD"	"IWA"	1.2	1.2					5															1.2			1.2													
28-Apr-07	"C-152"		"4792M"	"PHX"	"P19"	"CHD"	0.7	0.7					1															0.7			0.7													
1-May-07	"C-182T"	"6032D"	"P19"	"CHD"	"P19"	0.4	0.4					1.0															0.4			0.4													
4-May-07	"BE58"		"3149P"	"IWA"		"IWA"	1.1		1.1	1.1			3.0																	1.1														
5-May-07	"C-172S"	60616	"IWA"	"CGZ"	"IWA"	1.3	1.3					2															1.3			1.3				1.3									
6-May-07	"C-172S"	20519	"P19"		"P19"	0.5	0.5					1															0.5			0.5				0.5									
6-May-07	"C-172S"	"5325N"	"P19"	"CGZ"	"P19"	0.9	0.9																				0.9			0.9							0.9						
7-May-07	"FRASCA 142"									1.5										2	1.5																						
8-May-07	"C-172S"	20984	"P19"	"CGZ"	"P19"	1.2	1.2																				1.2			1.2													
9-May-07	"C-172S"	60616	"P19"		"FFZ"	0.5	0.5					1														0.5	0.5																
10-May-07	"C-172S"	20984	"P19"		"P19"	0.5	0.5					1															0.5			0.5													
11-May-07	"BE58"		"3149P"	"IWA"		"IWA"	1.3		1.3	1.3			4																	1.3														
11-May-07	"C-172S"	60616	"FFZ"		"P19"	0.5	0.5					1														0.5	0.5																
12-May-07	"C-172S"	20984	"P19"		"P19"	0.6	0.6					1															0.6			0.6													
13-May-07	"C-172S"	"5325N"	"P19"		"P19"	0.9	0.9					1															0.9			0.9				0.9									
14-May-07	"BE58"		"3149P"	"IWA"	"MZJ"	"IWA"	1.5		1.5	1.5			5							0.3	1			1.5		1.5				1.5														
15-May-07	"BE58"		"3149P"	"IWA"	"CGZ"	"IWA"	1.6		1.6	1.6			4							0.5	1									1.6														
15-May-07	"C-172S"	60616	"IWA"	"RYN-CGZ"	"IWA"	2.8	2.8					1										2.8			2.8		2.8			2.8			2.8										
16-May-07	"BE58"		"3149P"	"IWA"	"MZJ-CGZ"	"IWA"	1.6		1.6	1.6			5							0.5	1			1.6		1.6				1.6														
17-May-07	"C-172S"	"199SP"	"P19"	"CGZ"	"P19"	1.2	1.2																				1.2			1.2												
